,#spam with term,#legit with term,IG
niepodlegloscus,0,2,
chartwell,0,1,
blackwellsa,0,2,
nada,0,1,
csato,0,1,
asahidaus,0,1,
hakalum,0,1,
hamitic,0,2,
sunzus,0,1,
yurchenko,0,1,
agenti,0,1,
rival,0,6,
saarland,0,18,
commands,0,1,
tohkura,0,1,
exaptation,0,2,
dicky,0,1,
sinn,0,3,
suffixaufnahme,0,1,
truster,1,0,
lehre,0,2,
boguraev,0,14,
carribean,1,0,
eth,0,7,
prinzipien,0,1,
toby,0,5,
zainab,0,2,
manevitz,0,1,
muendliche,0,1,
archana,0,1,
lasser,0,3,
chainletter,1,0,
ginny,0,2,
learning,0,14,
baldness,1,0,
janua,0,2,
numeral,0,18,
nakajima,0,3,
aspectually,0,2,
ogico,0,1,
naively,0,1,
apraxium,0,1,
soporiferumque,0,1,
institite,0,1,
xc,0,1,
backwword,0,1,
birte,0,1,
toolkit,0,1,
conflict,0,38,
samuelssonn,0,2,
peterross,0,1,
inception,0,5,
rueschoff,0,1,
consonn,0,1,
uwasa,0,1,
vdwouden,0,3,
mcri,0,3,
sightsee,0,4,
leus,0,1,
kelsey,0,1,
memoriam,0,3,
azzam,0,2,
kurdish,0,3,
uebersetzen,0,1,
josette,0,2,
aux,0,28,
gerrit,0,6,
vinny,1,0,
liar,0,2,
exhaust,0,2,
unmodify,0,1,
mlmers,1,0,
ucr,0,1,
faisant,0,2,
primer,0,1,
freebsd,0,1,
warwick,0,10,
defineitely,0,1,
wurden,0,1,
riitta,0,1,
edificus,0,1,
prayer,0,1,
conspicuous,0,2,
espanolum,0,1,
togninus,0,1,
bld,0,6,
grin,0,3,
disclose,6,0,
quintero,0,1,
intimidation,0,1,
evonet,0,1,
rinus,0,2,
deve,0,1,
filologia,0,1,
guerillum,1,0,
footnote,0,15,
ixi,1,0,
courante,0,1,
foucault,0,1,
jake,0,2,
classificacao,0,1,
andolin,0,1,
outil,0,4,
wollic,0,1,
spirant,0,2,
elizaveta,0,1,
vittorio,0,2,
kehler,0,3,
jordaan,0,1,
logic,0,101,
krone,0,2,
cheerfully,3,0,
urugem,0,1,
millipede,0,1,
applus,0,1,
buffet,0,17,
enforce,0,5,
roviana,0,4,
environments,0,1,
negligee,0,1,
hansard,0,1,
nsync,1,0,
expence,0,1,
sharwood,0,2,
zapraszamy,1,0,
gordita,1,0,
meaningfully,0,1,
autoresponder,4,0,
betoog,0,1,
bittner,0,1,
dlgr,0,1,
norma,0,6,
jmacdoug,0,3,
cmu,0,25,
instituut,0,2,
rework,0,1,
unsequence,0,2,
clew,0,2,
asico,0,1,
ecclesiast,0,1,
critically,0,8,
haspelmath,0,12,
suffixal,0,2,
pechmann,0,1,
moraic,0,4,
hauptstrasse,0,2,
monty,0,1,
metropolitan,0,7,
boycott,0,1,
aristote,0,1,
untest,0,1,
funeral,0,1,
mation,1,0,
rea,0,7,
kegan,0,1,
kjellberg,0,1,
incidentals,4,0,
abhalten,0,1,
conv,0,1,
samoan,0,3,
willingly,0,1,
leite,0,1,
xvie,0,1,
hiltunen,0,2,
aught,0,1,
gerdt,0,1,
grodzinsky,0,1,
admission,0,17,
inp,0,1,
negrismo,0,1,
scil,0,4,
rudeness,0,2,
anwendungsperspektiven,0,1,
gics,1,0,
modernite,0,1,
fds,0,1,
demagogue,0,1,
maggie,0,5,
preu,0,2,
te,0,17,
interprtative,0,1,
resistent,0,1,
lajo,0,1,
cuando,0,1,
slavonic,0,4,
cavazza,0,1,
sigchi,0,2,
exigence,0,2,
socialisation,0,1,
annaberg,0,1,
arienne,0,1,
prakash,0,2,
grew,0,1,
warszawa,0,3,
specialization,0,26,
slapstick,0,1,
sogrina,0,1,
wecol,0,4,
bisca,0,1,
esperantistaj,0,1,
aan,0,4,
qkrwmruxjrfmzrqtjbuxeelmafi,1,0,
martir,0,1,
motive,0,5,
strongest,0,5,
belfield,0,3,
hee,0,5,
kino,0,1,
febuary,0,2,
udu,0,1,
junc,0,1,
piano,0,3,
sahoo,0,1,
marinez,0,1,
lado,0,1,
facet,0,10,
singulier,0,2,
namibian,0,3,
prehistorical,0,1,
durand,0,3,
petronio,0,1,
nida,0,2,
conversant,0,2,
jingfang,0,1,
wizvax,1,0,
dob,0,1,
amazed,2,0,
hummer,1,0,
uncompress,0,4,
avoir,0,4,
titze,0,1,
introspectionist,0,1,
subfield,0,19,
lopo,0,1,
jannedy,0,3,
mdi,1,0,
mennesker,0,1,
webcollector,1,0,
nyulnyul,0,1,
hlc,0,1,
oviatt,0,1,
blinkenberg,0,1,
undergraduate,0,72,
headley,0,1,
referenece,0,1,
chage,1,0,
sociolinguist,0,13,
fue,0,1,
gilmore,0,1,
lytton,0,1,
neurolinguistic,0,18,
insieme,0,1,
repository,0,4,
shady,0,1,
henn,0,4,
imss,0,1,
writ,0,2,
alfabetizacion,0,1,
shors,0,1,
uganda,0,3,
schmalstieg,0,1,
scientiarum,0,2,
replanteo,0,1,
suid,0,1,
tyrol,0,3,
ghent,0,1,
pino,0,1,
morgado,0,1,
snake,0,1,
porn,10,0,
tact,0,3,
iiii,0,1,
grahamstown,0,1,
aizuchus,0,2,
han,0,65,
advised,0,1,
adlington,0,1,
uclamv,0,1,
pengurus,0,1,
freesex,1,0,
gebrtlichkeit,0,1,
mj,0,4,
luraghus,0,4,
italicize,0,2,
remake,0,6,
hierbij,0,1,
samba,0,2,
covertly,0,1,
tlg,0,2,
tinggus,0,1,
chomskian,0,2,
sanchez,0,12,
kirje,0,1,
breve,0,1,
bronfen,0,1,
maronoff,0,1,
eyal,1,0,
ltus,0,1,
vormal,0,1,
unend,0,1,
capitalise,0,2,
preclassical,0,1,
iep,0,1,
oppen,0,1,
bergen,0,17,
nominalizer,0,2,
schafer,0,3,
heute,0,1,
miscommunication,0,7,
engagingly,0,2,
kunio,0,3,
hispanoamerica,0,2,
holmback,0,1,
rusistike,0,1,
imaginer,0,1,
maerz,0,1,
irreconciliation,0,1,
tekst,0,1,
bradzil,0,1,
nobe,0,1,
languages,0,59,
unfulfil,1,0,
ahmad,0,7,
cecelium,0,1,
morphologie,0,12,
nineteen,0,2,
cortex,0,1,
reprage,0,1,
inverse,0,5,
reassign,0,2,
metafont,0,1,
kcl,0,3,
grubbate,0,1,
verde,0,1,
ogura,0,5,
maya,0,13,
burman,0,11,
goldtec,1,0,
physic,0,6,
discussionof,0,1,
mapp,0,9,
envoyer,0,4,
oceanium,0,6,
darstellung,0,1,
anthropomorphise,0,1,
gg,0,1,
homophony,0,2,
signage,0,1,
espotaspo,0,1,
desirent,0,1,
cornell,0,44,
vextal,0,1,
sociolinguistics,0,10,
balistha,0,1,
mtdna,0,1,
comitative,0,1,
epsrc,0,1,
janine,0,1,
balalykina,0,1,
importe,0,1,
uproar,0,1,
nerdc,0,1,
jpeg,1,0,
processy,0,2,
delin,0,2,
viene,0,1,
seq,0,1,
beaugrande,0,5,
varied,0,1,
sagamine,0,1,
uralic,0,7,
grachten,0,1,
shearer,1,0,
geschlechterdifferenz,0,1,
danijelum,0,1,
insitute,0,2,
auc,0,1,
hentschel,0,1,
abstractly,0,1,
dokulil,0,1,
lahirus,0,4,
zizimu,0,1,
brentarus,0,2,
buildnet,1,0,
companent,1,0,
mackey,0,2,
equivalance,0,1,
mecanismo,0,1,
atw,0,4,
dovra,0,1,
occurring,0,4,
autre,0,5,
nuer,0,2,
compensatory,0,3,
citibank,0,3,
socscus,0,3,
haberma,0,1,
nrn,0,2,
skut,0,1,
bagga,0,3,
kooij,0,2,
nic,0,2,
felson,0,1,
transcendent,0,1,
quad,0,2,
englebretson,0,2,
ajayus,0,1,
anuj,1,0,
ksu,0,3,
preservative,1,0,
chr,0,4,
unembed,0,1,
addison,0,4,
filbeck,0,1,
linton,0,2,
mysore,0,2,
confrontational,2,0,
christophe,0,4,
clare,0,5,
ommit,0,1,
fucker,0,1,
francs,0,3,
tavern,0,1,
symposia,0,1,
thierry,0,11,
doermann,0,1,
lengthen,0,11,
blend,0,7,
modelo,0,1,
hayasus,0,1,
phonologize,0,1,
recollection,0,2,
hotell,0,1,
jeni,1,0,
vcv,0,1,
weiss,0,3,
apex,0,3,
xagacium,0,1,
cilt,0,1,
ruc,0,1,
therese,0,4,
ksenium,0,1,
summarily,0,1,
treating,1,0,
dengya,0,1,
mittag,0,1,
clang,0,2,
limbic,0,1,
iup,0,2,
aale,0,1,
notorious,0,2,
alcima,0,1,
harrase,1,0,
nishigaoka,0,1,
sprachwissenschaftlich,0,1,
intimately,0,2,
depict,0,3,
dussen,0,1,
tennus,0,1,
aberystwyth,0,7,
dbeck,0,1,
ksl,0,1,
anecdotally,0,1,
archaeological,0,6,
eet,0,1,
recommender,0,2,
geschetst,0,1,
whatchamacallit,0,1,
ronan,2,0,
detrimental,0,1,
embellish,0,1,
tayo,0,2,
kijk,0,2,
spuq,0,1,
servida,0,1,
yamsrgiaou,1,0,
enfatico,0,1,
uscmail,0,1,
helix,0,1,
utterly,0,7,
toneelstukken,0,1,
situaty,0,1,
mahamadou,0,1,
sofium,0,8,
fonctionnel,0,1,
guyot,0,1,
pronombre,0,2,
fst,0,2,
victorium,0,40,
falum,0,1,
wounder,1,0,
computing,0,4,
intensional,0,5,
welti,0,1,
structurally,0,7,
thingy,0,1,
meomire,0,1,
onus,0,1,
detyerrus,0,1,
narrativa,0,1,
vehiculaires,0,1,
pirrellus,0,2,
auswege,0,1,
articolo,0,2,
manipulation,0,9,
lapteva,0,1,
exclamation,0,4,
meanness,0,1,
tenga,0,1,
barthe,0,1,
aarno,0,1,
roller,0,2,
standardization,0,11,
whinnom,0,2,
shef,0,7,
surgical,1,0,
narbonne,0,3,
gottlieb,0,1,
scatology,0,1,
universiteat,0,1,
aberta,0,1,
ozgen,0,1,
solutions,0,2,
fiengo,0,3,
middleton,0,1,
gleichwertige,0,2,
jv,0,1,
xviius,0,7,
terada,0,1,
lutricia,1,0,
terminometro,0,1,
boeren,0,1,
berretta,0,1,
cercone,0,3,
pitkin,0,1,
marellum,0,1,
yoshie,0,1,
galileo,0,1,
parlevink,0,9,
predictability,0,2,
deni,0,13,
megaputer,0,1,
kjk,0,1,
portobello,0,3,
halftone,0,5,
warnke,0,2,
infosphere,0,1,
rmb,0,1,
ceniaus,0,1,
cyril,0,4,
uccmvsa,0,1,
borderland,0,1,
wilhelmstrasse,0,2,
verificate,0,1,
nordnet,0,1,
ukp,0,2,
spain,0,77,
itamar,0,3,
iokepa,0,1,
gratuite,0,1,
sprachbeschreibung,0,1,
tveggja,0,1,
examination,0,28,
stereotypes,0,1,
gie,0,1,
shill,0,1,
eljott,0,1,
ncp,1,0,
speccass,1,0,
austronisian,0,1,
beitrage,0,1,
stagecoach,0,1,
signification,0,2,
dichotomous,0,1,
abaitua,0,1,
sad,0,9,
ahold,0,2,
spein,0,1,
genus,0,2,
paolo,0,12,
dubinin,0,1,
malign,0,1,
bedanke,0,1,
circ,0,2,
labium,0,1,
efford,0,1,
bulary,0,1,
procedent,0,1,
huit,0,2,
swadesh,0,4,
eichner,0,1,
roa,0,2,
krisadawan,0,1,
fungus,0,1,
aims,0,16,
projections,0,2,
nakayama,0,3,
neuroimage,0,1,
donut,0,1,
tuanchaus,0,1,
bluechip,1,0,
mischau,0,1,
foxy,3,0,
eskimologist,0,1,
ueberbacher,0,1,
azus,0,1,
mbassok,0,1,
mtsystem,0,1,
collocate,0,1,
moan,0,1,
multidimensional,0,1,
mathesius,0,4,
duran,0,2,
hypnotize,1,0,
eqkardzfbdd,1,0,
princeton,0,28,
mendzheritskaya,0,1,
zo,0,4,
mouvement,0,2,
utre,0,1,
bellona,0,1,
filliolet,0,1,
conchita,0,1,
twright,0,2,
yrjo,0,2,
amer,0,2,
ethnography,0,17,
arbeitskrei,0,1,
apretiate,0,1,
seldom,0,5,
webworld,1,0,
assoziieren,0,2,
kjcm,1,0,
senta,0,1,
lessico,0,1,
grenoble,0,25,
fitting,0,1,
nicol,0,1,
ruprecht,0,2,
skeletal,0,2,
undocument,0,1,
stimson,0,1,
andy,0,5,
garzonus,0,1,
bisang,0,1,
wilbur,0,2,
disparate,0,3,
converb,0,2,
anist,0,1,
totals,15,0,
pinter,0,3,
lazarev,0,1,
hoban,0,1,
tanner,0,2,
onomastic,0,3,
soh,0,1,
ensenanza,0,1,
bahama,4,0,
gopnik,0,5,
plum,0,1,
gopher,0,13,
khusnutdinov,0,1,
bangzhu,0,1,
dean,0,21,
methodist,0,1,
shuus,0,2,
aggiornato,0,1,
feedback,0,26,
nobue,0,2,
witticism,0,1,
howj,0,1,
giangolum,0,1,
moreton,0,5,
kennenlernen,0,1,
moracchinus,0,1,
heterosexuality,0,1,
gaisina,0,1,
firehorse,0,1,
paraguay,0,1,
spracherkennung,0,2,
foggy,0,1,
stret,0,1,
zapotec,0,2,
scherer,0,1,
failed,1,0,
prepositional,0,11,
deepest,0,2,
pbs,0,3,
python,0,1,
zellig,0,3,
syntegra,1,0,
tesar,0,2,
pcmail,0,3,
fluent,0,19,
naval,0,2,
yoshus,0,1,
coordinator,0,35,
edgemost,0,1,
pesky,0,1,
lourd,0,3,
uage,0,1,
stafan,0,1,
triconsonantal,0,1,
paasonen,0,1,
authoritative,0,13,
asi,0,1,
angle,0,7,
grishayeva,0,1,
yug,1,0,
dubuis,0,1,
perceptuomotor,0,1,
tnp,0,1,
zhaoxiang,0,1,
altogether,0,9,
expositores,0,1,
joakim,0,1,
arnagardus,0,1,
tuo,0,1,
kentwood,1,0,
lluisp,0,1,
incalculable,0,1,
bosch,0,10,
naohiro,0,2,
declare,0,9,
computazionalus,0,1,
papageorgiou,0,2,
xgg,1,0,
milwaukee,0,13,
bente,0,4,
tcfg,1,0,
chass,0,1,
mcc,0,7,
intercettazionus,0,1,
presente,0,1,
radon,0,1,
condone,0,1,
pontic,0,2,
goa,1,0,
nonmember,0,2,
oreille,0,1,
seernet,1,0,
giugno,0,1,
yulema,1,0,
liberman,0,12,
meurer,0,6,
affordably,1,0,
solon,0,2,
aks,0,1,
cleaner,0,1,
zgupnv,1,0,
fxpal,0,2,
asqlc,1,0,
cicero,0,2,
mantchev,0,1,
jie,0,6,
fann,0,1,
lda,1,0,
ello,0,3,
jarmilum,0,3,
gamma,0,3,
mistakme,0,1,
nominals,0,1,
tenacious,0,1,
nandus,0,1,
pleonastic,0,1,
hlrnzrg,1,0,
yeehaa,1,0,
leckedet,0,1,
prosodischer,0,1,
arabana,0,1,
temporary,0,15,
willkomman,0,1,
shinrus,0,1,
afls,0,1,
reid,0,8,
andi,0,1,
nessnet,1,0,
pankrat,0,1,
axe,0,2,
pamlico,0,1,
lexicographic,0,5,
cybermarketing,2,0,
displacement,0,5,
syd,0,1,
iwasakus,0,3,
trix,0,3,
proirity,3,0,
ipfw,0,1,
shigenorus,0,1,
inus,0,1,
distributer,0,1,
zizus,0,1,
mcfet,0,1,
melodus,0,1,
valg,0,1,
kenjus,0,3,
tomohiko,0,1,
jetske,0,2,
creolisation,0,4,
nyungan,0,3,
sokolov,0,3,
abilities,0,3,
jorgen,0,1,
firthian,0,2,
fluff,0,1,
sergej,0,5,
laka,0,3,
nicer,0,1,
gapless,0,1,
yaakov,0,1,
jeffer,0,2,
colloquially,0,2,
grammaticization,0,4,
scrawl,0,1,
eager,0,6,
ply,0,2,
photoread,1,0,
attendai,0,2,
infinite,0,9,
ciesnet,0,1,
meena,0,2,
perf,0,3,
timeline,0,3,
interessant,0,2,
zippergeat,1,0,
pang,0,1,
continus,0,5,
synthesize,0,10,
kastovsky,0,5,
delaware,0,19,
cca,0,2,
acqua,0,1,
boise,0,2,
schlegel,0,1,
boursary,0,1,
varzus,0,1,
maretsch,0,1,
vindicate,0,1,
qinghuang,0,1,
cioe,0,1,
voluman,0,1,
dermatology,1,0,
wichita,0,2,
sawmill,1,0,
extincion,0,1,
kalinga,0,1,
puite,0,1,
keiner,0,1,
pragmatique,0,6,
generality,0,4,
calling,3,0,
statisticus,0,1,
usergroup,0,1,
ste,4,0,
empirische,0,1,
electropalatography,0,1,
transend,0,1,
amharic,0,3,
adaptability,0,1,
titunik,0,1,
interessante,0,1,
reprsentatif,0,1,
enrollment,0,1,
hoot,3,0,
laneta,0,1,
kitchenette,0,2,
podrir,0,1,
pilar,0,4,
mul,0,2,
weinstein,0,1,
philologia,0,1,
metaphorically,0,4,
reconvergence,0,1,
estudio,0,9,
biliteral,0,1,
processually,0,2,
wsj,0,1,
ryoko,0,1,
dominican,0,2,
recurrent,0,8,
elphick,1,0,
kirrie,0,1,
schretter,0,1,
ghana,0,1,
samla,0,1,
insignificant,0,1,
hibit,0,1,
leiman,0,1,
vergnaud,0,2,
structuraliste,0,1,
ezine,1,0,
expliquer,0,1,
journalhome,0,1,
gogjin,0,1,
coorganisateur,0,2,
trascrizione,0,1,
bockt,0,1,
cos,0,2,
lyco,6,0,
schiffman,0,4,
toulouse,0,17,
iindicate,0,1,
plo,0,3,
hiru,0,1,
salve,0,1,
linguyistica,0,1,
projects,0,4,
sal,0,2,
eung,0,1,
chilin,0,4,
reengineer,0,1,
themenschwerpunkt,0,2,
cheek,0,4,
yokohama,0,6,
lobos,0,1,
rhetoric,0,22,
allocate,0,20,
overt,0,30,
proverb,0,3,
sapporo,0,1,
vor,0,8,
unipress,0,1,
cockfight,0,1,
platinum,8,0,
biermann,0,1,
garg,0,1,
isl,0,5,
cables,1,0,
poole,0,3,
ilcaa,0,1,
bybee,0,11,
oztex,0,1,
embattle,0,2,
porch,0,1,
son,0,20,
genetics,0,6,
intj,0,1,
eventus,0,1,
turkish,0,21,
grosenb,0,1,
rocker,0,1,
periodical,0,9,
argentine,0,2,
pompeu,0,14,
interconnect,0,7,
asesorar,0,1,
agfl,0,3,
bead,1,0,
ipilus,0,1,
whitehouse,0,1,
renew,0,5,
cnusc,0,1,
iit,0,4,
huus,0,2,
awa,0,1,
inherit,0,6,
boundness,0,1,
easteur,0,1,
abigge,0,2,
kikunus,0,1,
sandro,0,3,
unsecure,4,0,
fepezsem,0,1,
salcedo,0,1,
rittaa,0,1,
netz,0,1,
miemeyer,0,1,
potapova,0,1,
criticim,0,1,
backformation,0,1,
bello,0,2,
mensch,0,1,
switchback,0,1,
disentangle,0,2,
adaptivity,0,2,
webdomain,1,0,
pagestyle,0,2,
smburt,0,1,
chesco,0,1,
creditmatch,1,0,
squish,0,1,
millikin,0,2,
singh,0,7,
moser,0,5,
assur,0,1,
rout,1,0,
biletzkus,0,2,
eyckhof,0,1,
rimedoj,0,1,
fcu,0,1,
rdg,0,1,
fabrice,0,1,
universitaire,0,11,
zeljko,0,6,
ekinokus,0,1,
guidry,0,1,
hayne,0,1,
ricevm,0,2,
generic,0,35,
viggianus,0,1,
mut,0,1,
krifka,0,3,
susov,0,1,
capitalmailuk,2,0,
rosario,0,1,
nsn,0,1,
maldive,0,2,
cienkus,0,6,
smallscreen,1,0,
jordus,0,2,
derbyshire,0,3,
punt,0,1,
inversion,0,20,
upenn,0,33,
uan,0,1,
personn,0,4,
hafta,1,0,
composer,0,1,
massachusetss,0,1,
regal,0,2,
hamingway,0,1,
claration,0,1,
entwicklung,0,3,
unplayable,0,1,
terminologue,0,1,
informer,0,2,
dialectologium,0,1,
krivenko,0,1,
cloute,0,1,
parametrization,0,3,
attractor,0,2,
lingualism,0,2,
stc,0,1,
tiburcio,0,1,
pollman,0,1,
hleypa,0,1,
demonstrative,0,16,
preschool,0,1,
hofstra,0,1,
iiiiiiiiiiiiiii,0,1,
donadze,0,1,
modularity,0,6,
swmfrxohg,1,0,
liojcefqxgfziecegwiyfmx,1,0,
verwaltungssprache,0,1,
oneself,0,8,
kuusisto,0,1,
registre,0,1,
takeo,0,1,
creolist,0,2,
reflexivity,0,1,
inaccuracy,0,5,
contemporaine,0,2,
kortobus,0,3,
haegmann,0,1,
headquarter,0,1,
trillion,2,0,
audrey,0,1,
feanor,0,1,
theganksegg,0,1,
ox,0,14,
zeigen,0,1,
handler,0,1,
estilistica,0,1,
niko,0,1,
indoiranische,0,1,
protooceanic,0,1,
nauve,0,2,
biscuits,1,0,
reproof,0,1,
paiva,0,1,
jevsevjev,0,1,
underhill,0,1,
foreman,0,1,
sufrir,0,1,
fledge,0,1,
termin,0,1,
schneller,0,1,
contortion,0,1,
depressingly,1,0,
nuclear,0,6,
aikman,0,1,
ecoelfen,0,1,
qamarus,0,1,
chasing,1,0,
ffha,0,1,
bsoas,0,1,
alewife,0,1,
felisa,0,3,
esa,0,4,
accueillera,0,1,
herndon,0,3,
parole,0,13,
griot,0,2,
artikel,0,1,
gef,0,2,
evanston,2,0,
interdependence,0,1,
ajon,0,1,
borjar,0,6,
provoost,0,1,
aggravation,1,0,
brunch,0,1,
maternel,0,1,
jyun,0,1,
mateescu,0,1,
temporai,0,1,
aminova,0,1,
barnet,0,1,
dene,0,2,
misspelling,0,2,
gustavsson,0,1,
ironic,0,6,
vanness,0,3,
mmfbiz,1,0,
architectural,0,9,
tvchannel,1,0,
riddancej,0,1,
algic,0,4,
vijay,0,1,
phulsuwan,0,1,
keus,0,1,
mccauley,0,1,
highfield,0,3,
esp,0,23,
utovrm,0,2,
ler,0,1,
forerunner,0,1,
ljiljana,0,3,
svetozarova,0,1,
focalisation,0,1,
geree,0,1,
rott,0,1,
polskie,0,1,
sheidlower,0,2,
emerson,0,3,
ivadre,0,1,
corefer,0,1,
asuci,0,2,
grossly,0,1,
neutron,0,1,
oktober,0,4,
dhegiha,0,1,
accordaient,0,1,
node,0,14,
unaccusativity,0,7,
hyponymy,0,2,
konsonantismus,0,1,
sleong,0,1,
kiselev,0,2,
indicates,0,1,
arround,1,0,
hauskeller,0,1,
vitalite,0,1,
bolj,0,1,
buczek,0,1,
flea,1,0,
calvus,0,1,
valetopoulo,0,1,
troubetzkoy,0,1,
dravidian,0,10,
adm,1,0,
gesprochene,0,1,
mplayer,1,0,
nak,0,2,
dzh,0,2,
socket,1,0,
scalp,1,0,
dongdaemun,0,2,
schramm,0,1,
wwn,1,0,
ariosto,0,1,
cycorp,0,2,
tepfenhart,0,2,
ihw,0,5,
miru,0,1,
doubtful,0,4,
stark,0,3,
linstok,0,2,
muromatsu,0,1,
jakarta,0,3,
tapfer,0,1,
koepcke,0,1,
filterbank,0,1,
nist,0,11,
alati,0,2,
augmentative,0,2,
fmt,0,1,
bem,1,0,
bewerbung,0,1,
schmolze,0,1,
unsafe,0,1,
virtue,0,5,
verheij,0,1,
riley,0,1,
inflammatory,0,1,
disait,0,1,
macdonald,0,2,
kinze,0,2,
tvja,1,0,
yowlumne,0,3,
heiter,0,1,
afu,0,1,
spawn,0,1,
alani,2,0,
aziz,0,1,
remplacement,0,1,
nje,0,1,
leigh,0,1,
continuant,0,3,
nemoto,0,2,
captain,0,4,
upmf,0,3,
pscsurprise,1,0,
zohra,0,1,
rexach,0,5,
surpass,1,0,
nexi,0,1,
blandijnberg,0,1,
conicit,0,3,
stilistiche,0,1,
bayer,0,9,
combettes,0,1,
biculturalism,0,1,
captalise,0,1,
mnewman,0,4,
aymara,0,1,
contributo,0,1,
subroutine,0,1,
segeral,0,1,
aimerai,0,1,
mankind,0,1,
henery,0,1,
bombay,0,1,
tuife,0,1,
schweiz,0,2,
carvalho,0,5,
phainen,0,1,
headingley,0,1,
indefini,0,2,
pawel,0,1,
syracuse,0,4,
adjectivalization,0,1,
determinism,0,6,
bir,0,1,
analogous,0,10,
belica,0,1,
temporally,0,3,
laa,0,1,
handnet,1,0,
worskhop,0,1,
receiver,0,5,
munication,0,1,
gtw,0,2,
praragraph,0,1,
osauction,1,0,
dewey,0,1,
wedd,4,0,
confrence,0,1,
fesnet,0,4,
bepe,0,1,
chanod,0,3,
dobo,0,1,
nahmad,0,1,
fichier,0,2,
sparc,0,3,
niemus,0,3,
mme,0,1,
cleveland,1,0,
begleitung,0,1,
foundational,0,13,
opposizionus,0,1,
introduct,1,0,
lifeplan,1,0,
rllc,0,1,
quinta,0,1,
acceptible,0,1,
anonyme,0,3,
scientifico,0,1,
reinforce,0,7,
s&h,9,0,
preferences,0,1,
unlv,0,1,
surroundings,0,7,
bourigault,0,1,
trudy,0,1,
tenor,0,2,
rv,0,1,
reuben,0,1,
waterman,0,2,
accom,0,1,
savane,0,1,
cosmologium,0,1,
hardy,0,3,
dillet,0,1,
arcle,0,1,
microplan,0,1,
boxer,0,3,
charismatic,0,1,
sataa,0,1,
mentalese,0,1,
withold,1,0,
ballestero,0,1,
bat,0,17,
tus,0,1,
saved,1,0,
passau,0,2,
vietnam,0,10,
inselstrasse,0,1,
hogpb,0,1,
eueth,0,1,
neurobiologie,0,1,
shnukal,0,1,
processuale,0,1,
busqueda,0,1,
lexikalisch,0,1,
tamu,0,14,
ludle,0,1,
fvslbtiljg,1,0,
jihualde,0,3,
mentionnee,0,2,
shuichus,0,1,
incomparab,0,1,
greene,0,1,
lndern,0,1,
lah,0,1,
asterisk,0,3,
surmountable,0,1,
axiomatization,0,1,
restate,0,1,
yenus,0,1,
antioquium,0,2,
daus,0,14,
sidner,0,4,
extensible,0,3,
cormack,0,7,
mohan,0,2,
transit,0,2,
rganiza,0,1,
ecp,0,4,
lotuko,0,1,
ivpco,1,0,
innovateive,0,1,
simplification,0,11,
implant,0,3,
lorenza,0,4,
infancy,0,2,
boretzky,0,1,
spiegel,0,2,
lester,0,1,
grammaticaliztion,0,1,
turg,0,1,
syr,0,5,
prop,0,3,
lavellus,0,1,
lehr,0,1,
clarity,0,19,
masta,0,3,
heroic,0,4,
correspondingly,0,2,
antagonist,0,1,
smyth,0,1,
pullum,0,17,
imitate,0,4,
td,0,2,
israelian,0,1,
mexicano,0,1,
martina,0,2,
chi,0,1,
intergovernmental,0,1,
futon,0,1,
celuus,0,2,
pontificium,0,2,
ene,0,1,
midorus,0,1,
greece,0,17,
kemenade,0,3,
subtitle,0,3,
isti,0,3,
jandrey,0,1,
clique,0,1,
faulkner,0,1,
eeo,0,2,
contextualize,0,3,
luso,0,3,
romankevicius,0,1,
adiego,0,3,
hype,4,0,
arranz,0,5,
moebius,0,4,
superstructure,0,1,
osborne,0,1,
nagao,0,1,
travi,0,4,
albertina,0,1,
bounsaythip,0,1,
ristol,0,1,
jjarrett,1,0,
ntua,0,1,
wissenschaftlichen,0,1,
strik,0,3,
harbor,0,3,
kiste,0,1,
protestor,0,1,
hbzh,0,1,
normalement,0,1,
xmfmbb,0,1,
deloire,0,2,
osuunx,0,1,
dit,0,4,
colloquia,0,6,
maroon,0,4,
humanarum,0,7,
soldier,0,3,
picks,2,0,
especifica,0,1,
makri,0,1,
isis,0,1,
ayopous,0,1,
peverel,0,1,
bizkaian,0,1,
waengler,0,1,
lingadm,0,1,
elvi,0,3,
bokamba,0,2,
minneapolis,0,1,
melodious,0,1,
pnuelus,0,1,
prescriptive,0,13,
saxonist,0,1,
latinoweb,1,0,
improvements,2,0,
tickoo,0,1,
viktorium,0,1,
harder,0,13,
internationaux,0,2,
winsal,0,1,
beringium,0,1,
veselinova,0,1,
bunus,0,1,
recycle,0,3,
goldschmidt,0,1,
supervise,0,6,
iraide,0,1,
syntagm,0,3,
tjvan,0,1,
maskarinec,0,1,
yehuda,0,4,
peltzer,0,1,
cruces,0,1,
appeals,0,1,
takeshus,0,1,
antrium,0,1,
animate,0,16,
logistics,1,0,
plummer,0,1,
formatus,0,1,
aelsu,0,2,
blakaz,0,1,
auspices,0,19,
yudane,0,1,
warrensburg,0,1,
linde,0,5,
halle,0,16,
xiancun,0,1,
vocy,0,1,
acs,0,7,
augustusplatz,0,3,
subarctic,0,1,
connections,3,0,
eme,0,4,
sayan,0,1,
kenda,0,1,
schaeffer,0,3,
institut,0,67,
arbitrarily,0,3,
aeternitati,0,1,
straightforwardly,0,2,
husc,0,2,
kiraz,0,7,
receus,1,0,
